w_zip,h_zip,SE01,SE02,SE03,total
10115,11230,2,0,2,4
10115,11231,2,0,2,4
10115,11232,1,0,2,3
10115,11233,0,1,4,5
10115,11234,0,0,2,2
10115,11235,0,0,2,2
10115,11236,0,3,3,6
10115,11237,1,1,1,3
10115,11238,0,7,9,16
10115,11354,1,1,0,2
10115,11355,1,1,2,4
10115,11356,0,0,2,2
10115,11357,1,0,5,6
10115,11358,0,1,0,1
10115,11360,0,2,1,3
10115,11364,0,0,1,1
10115,11365,0,1,3,4
10115,11366,0,2,0,2
10115,11367,0,0,4,4
10115,11368,2,1,3,6
10115,11369,3,0,1,4
10115,11370,1,2,0,3
10115,11372,2,2,8,12
10115,11373,0,2,5,7
10115,11374,0,1,3,4
10115,11375,1,2,3,6
10115,11377,0,4,10,14
10115,11378,2,0,4,6
10115,11379,0,1,1,2
10115,11385,1,5,6,12
10115,11411,0,0,1,1
10115,11412,1,1,0,2
10115,11413,2,1,0,3
10115,11415,0,0,2,2
10115,11416,1,0,4,5
10115,11418,0,0,3,3
10115,11419,0,1,3,4
10115,11420,0,0,5,5
10115,11421,1,0,1,2
10115,11422,0,1,1,2
10115,11423,0,0,1,1
10115,11426,1,0,0,1
10115,11427,0,0,1,1
10115,11428,0,1,1,2
10115,11429,0,0,1,1
10115,11432,0,0,7,7
10115,11433,1,0,0,1
10115,11434,0,2,1,3
10115,11435,1,0,2,3
10115,11436,0,1,2,3
10115,11691,0,3,0,3
10115,11692,0,1,0,1
10115,11694,0,1,0,1
10119,10001,19,19,58,96
10119,10002,35,21,51,107
10119,10003,36,8,79,123
10119,10004,1,1,7,9
10119,10005,0,0,11,11
10119,10006,0,0,3,3
10119,10007,2,0,11,13
10119,10009,31,23,75,129
10119,10010,20,8,44,72
10119,10011,38,7,104,149
10119,10012,7,5,35,47
10119,10013,14,6,27,47
10119,10014,30,7,53,90
10119,10016,21,13,86,120
10119,10017,8,5,29,42
10119,10018,13,8,14,35
10119,10019,43,11,67,121
10119,10021,7,2,54,63
10119,10022,16,6,43,65
10119,10023,35,7,109,151
10119,10024,35,10,94,139
10119,10025,39,33,104,176
10119,10026,28,30,30,88
10119,10027,32,26,50,108
10119,10028,9,6,57,72
10119,10029,36,43,38,117
10119,10030,18,9,25,52
10119,10031,48,31,57,136
10119,10032,41,28,30,99
10119,10033,35,23,39,97
10119,10034,24,29,38,91
10119,10035,13,12,15,40
10119,10036,44,18,45,107
10119,10037,11,4,12,27
10119,10038,6,2,25,33
10119,10039,12,9,12,33
10119,10040,19,16,46,81
10119,10044,2,2,13,17
10119,10065,10,1,43,54
10119,10069,4,1,11,16
10119,10075,5,6,27,38
10119,10119,0,0,1,1
10119,10128,26,9,68,103
10119,10162,0,0,3,3
10119,10280,2,1,16,19
10119,10282,2,0,3,5
10119,10301,5,11,32,48
10119,10302,1,4,8,13
10119,10303,2,4,13,19
10119,10304,2,7,14,23
10119,10305,5,6,20,31
10119,10306,3,9,27,39
10119,10307,1,3,7,11
10119,10308,6,5,21,32
10119,10309,4,1,22,27
10119,10310,3,6,16,25
10119,10312,9,9,37,55
10119,10314,8,11,41,60
10119,10451,17,26,13,56
10119,10452,20,31,28,79
10119,10453,19,36,22,77
10119,10454,5,23,7,35
10119,10455,12,17,12,41
10119,10456,32,45,32,109
10119,10457,19,40,16,75
10119,10458,17,29,24,70
10119,10459,7,31,12,50
10119,10460,8,24,7,39
10119,10461,14,11,18,43
10119,10462,9,27,29,65
10119,10463,16,23,45,84
10119,10464,1,2,6,9
10119,10465,5,10,16,31
10119,10466,8,12,24,44
10119,10467,19,23,31,73
10119,10468,18,22,26,66
10119,10469,12,10,20,42
10119,10470,1,2,4,7
10119,10471,4,7,21,32
10119,10472,18,28,15,61
10119,10473,8,13,25,46
10119,10474,3,5,5,13
10119,10475,8,19,19,46
10119,11001,0,0,1,1
10119,11004,2,8,8,18
10119,11005,0,0,1,1
10119,11040,0,1,3,4
10119,11101,17,24,40,81
10119,11102,23,14,41,78
10119,11103,29,13,48,90
10119,11104,13,10,38,61
10119,11105,15,7,46,68
10119,11106,20,10,54,84
10119,11109,1,2,18,21
10119,11201,22,17,89,128
10119,11203,23,30,41,94
10119,11204,8,8,28,44
10119,11205,20,12,40,72
10119,11206,32,26,54,112
10119,11207,28,34,27,89
10119,11208,21,25,34,80
10119,11209,14,24,60,98
10119,11210,6,22,28,56
10119,11211,37,23,84,144
10119,11212,27,30,31,88
10119,11213,16,19,33,68
10119,11214,13,21,32,66
10119,11215,26,21,99,146
10119,11216,20,20,52,92
10119,11217,18,12,56,86
10119,11218,20,26,43,89
10119,11219,9,6,13,28
10119,11220,14,19,34,67
10119,11221,32,41,52,125
10119,11222,12,12,65,89
10119,11223,8,19,35,62
10119,11224,15,9,14,38
10119,11225,14,19,38,71
10119,11226,33,42,66,141
10119,11228,10,5,29,44
10119,11229,8,11,39,58
10119,11230,9,23,30,62
10119,11231,12,10,47,69
10119,11232,2,4,15,21
10119,11233,28,34,29,91
10119,11234,9,42,48,99
10119,11235,5,13,39,57
10119,11236,17,35,32,84
10119,11237,12,11,40,63
10119,11238,20,12,63,95
10119,11239,1,6,3,10
10119,11354,5,0,29,34
10119,11355,12,15,25,52
10119,11356,4,5,12,21
10119,11357,5,2,22,29
10119,11358,6,5,20,31
10119,11360,1,2,16,19
10119,11361,0,1,20,21
10119,11362,3,1,13,17
10119,11363,0,1,2,3
10119,11364,4,2,11,17
10119,11365,5,7,22,34
10119,11366,0,1,2,3
10119,11367,5,3,10,18
10119,11368,15,19,29,63
10119,11369,10,9,23,42
10119,11370,6,6,19,31
10119,11372,16,16,40,72
10119,11373,11,31,45,87
10119,11374,8,11,38,57
10119,11375,12,9,74,95
10119,11377,16,19,70,105
10119,11378,4,8,19,31
10119,11379,10,8,35,53
10119,11385,20,27,91,138
10119,11411,2,7,12,21
10119,11412,3,13,19,35
10119,11413,11,7,16,34
10119,11414,6,7,19,32
10119,11415,8,5,28,41
10119,11416,2,5,12,19
10119,11417,6,7,10,23
10119,11418,11,8,18,37
10119,11419,4,16,25,45
10119,11420,6,12,21,39
10119,11421,2,12,18,32
10119,11422,6,13,10,29
10119,11423,1,8,12,21
10119,11426,3,4,17,24
10119,11427,3,3,15,21
10119,11428,4,8,5,17
10119,11429,7,8,6,21
10119,11432,10,16,27,53
10119,11433,5,9,6,20
10119,11434,4,18,15,37
10119,11435,3,18,21,42
10119,11436,4,5,5,14
10119,11691,10,13,8,31
10119,11692,6,2,2,10
10119,11693,4,4,6,14
10119,11694,1,5,10,16
10119,11697,1,3,2,6
10128,10001,20,14,22,56
10128,10002,51,42,67,160
10128,10003,16,15,58,89
10128,10004,6,8,12,26
10128,10005,7,3,3,13
10128,10006,2,3,2,7
10128,10007,1,0,5,6
10128,10009,40,28,62,130
10128,10010,12,15,37,64
10128,10011,27,27,37,91
10128,10012,11,13,24,48
10128,10013,14,11,17,42
10128,10014,13,8,25,46
10128,10016,11,25,53,89
10128,10017,5,8,20,33
10128,10018,2,6,10,18
10128,10019,20,20,40,80
10128,10021,51,29,90,170
10128,10022,23,19,44,86
10128,10023,40,27,78,145
10128,10024,40,37,104,181
10128,10025,67,60,179,306
10128,10026,30,22,55,107
10128,10027,36,51,68,155
10128,10028,73,65,187,325
10128,10029,109,190,153,452
10128,10030,20,41,25,86
10128,10031,36,54,41,131
10128,10032,50,61,61,172
10128,10033,46,44,62,152
10128,10034,19,25,59,103
10128,10035,30,51,43,124
10128,10036,14,12,25,51
10128,10037,10,12,13,35
10128,10038,10,13,9,32
10128,10039,19,15,15,49
10128,10040,21,32,55,108
10128,10044,2,5,14,21
10128,10065,21,22,57,100
10128,10069,3,1,7,11
10128,10075,31,28,64,123
10128,10128,229,195,528,952
10128,10162,2,0,2,4
10128,10173,0,0,1,1
10128,10280,3,1,8,12
10128,10282,0,3,1,4
10128,10301,4,7,16,27
10128,10302,2,3,7,12
10128,10303,4,8,14,26
10128,10304,6,5,13,24
10128,10305,8,9,16,33
10128,10306,6,6,13,25
10128,10307,1,0,4,5
10128,10308,7,4,7,18
10128,10309,1,3,13,17
10128,10310,2,5,6,13
10128,10312,8,8,31,47
10128,10314,6,14,39,59
10128,10451,24,41,36,101
10128,10452,34,76,46,156
10128,10453,47,64,43,154
10128,10454,26,27,26,79
10128,10455,21,30,23,74
10128,10456,45,80,71,196
10128,10457,37,59,32,128
10128,10458,37,45,59,141
10128,10459,19,54,28,101
10128,10460,35,43,36,114
10128,10461,29,23,84,136
10128,10462,57,57,89,203
10128,10463,28,48,100,176
10128,10464,2,5,7,14
10128,10465,13,29,60,102
10128,10466,15,18,36,69
10128,10467,27,69,74,170
10128,10468,34,47,56,137
10128,10469,21,37,44,102
10128,10470,4,8,15,27
10128,10471,9,9,32,50
10128,10472,51,63,59,173
10128,10473,19,34,35,88
10128,10474,8,9,17,34
10128,10475,21,17,26,64
10128,11001,4,0,1,5
10128,11004,3,5,4,12
10128,11040,0,0,2,2
10128,11101,23,19,45,87
10128,11102,26,26,50,102
10128,11103,38,41,62,141
10128,11104,32,36,40,108
10128,11105,23,44,55,122
10128,11106,30,38,60,128
10128,11109,0,3,2,5
10128,11201,22,19,58,99
10128,11203,20,31,53,104
10128,11204,17,12,22,51
10128,11205,24,25,37,86
10128,11206,31,44,55,130
10128,11207,31,46,38,115
10128,11208,17,26,33,76
10128,11209,16,18,32,66
10128,11210,11,7,21,39
10128,11211,38,49,65,152
10128,11212,17,34,32,83
10128,11213,36,33,44,113
10128,11214,13,16,35,64
10128,11215,33,34,64,131
10128,11216,14,25,39,78
10128,11217,14,22,68,104
10128,11218,5,11,24,40
10128,11219,10,15,31,56
10128,11220,28,21,28,77
10128,11221,29,42,44,115
10128,11222,6,34,55,95
10128,11223,9,19,20,48
10128,11224,7,11,11,29
10128,11225,16,42,37,95
10128,11226,24,41,54,119
10128,11228,6,14,16,36
10128,11229,12,15,21,48
10128,11230,20,20,40,80
10128,11231,15,19,25,59
10128,11232,4,10,8,22
10128,11233,20,35,26,81
10128,11234,8,20,26,54
10128,11235,19,16,19,54
10128,11236,15,26,31,72
10128,11237,7,28,26,61
10128,11238,28,26,69,123
10128,11239,3,5,5,13
10128,11354,30,38,28,96
10128,11355,43,58,34,135
10128,11356,9,10,22,41
10128,11357,20,19,38,77
10128,11358,12,25,23,60
10128,11359,0,1,1,2
10128,11360,4,10,18,32
10128,11361,14,13,14,41
10128,11362,6,4,5,15
10128,11363,1,1,4,6
10128,11364,11,7,14,32
10128,11365,8,22,15,45
10128,11366,1,4,8,13
10128,11367,11,9,15,35
10128,11368,41,63,46,150
10128,11369,18,24,40,82
10128,11370,12,14,21,47
10128,11371,0,1,0,1
10128,11372,42,53,60,155
10128,11373,77,110,81,268
10128,11374,17,14,50,81
10128,11375,35,37,72,144
10128,11377,73,119,110,302
10128,11378,17,25,41,83
10128,11379,14,19,57,90
10128,11385,58,81,110,249
10128,11411,0,4,2,6
10128,11412,6,11,13,30
10128,11413,7,13,9,29
10128,11414,4,5,13,22
10128,11415,5,3,12,20
10128,11416,4,6,13,23
10128,11417,4,12,16,32
10128,11418,14,17,20,51
10128,11419,12,27,28,67
10128,11420,10,18,20,48
10128,11421,6,9,24,39
10128,11422,6,12,18,36
10128,11423,5,10,16,31
10128,11426,3,6,2,11
10128,11427,8,1,8,17
10128,11428,3,7,9,19
10128,11429,3,5,9,17
10128,11432,16,16,35,67
10128,11433,9,13,13,35
10128,11434,7,18,20,45
10128,11435,9,22,26,57
10128,11436,0,7,8,15
10128,11691,8,14,19,41
10128,11692,3,2,2,7
10128,11693,0,2,4,6
10128,11694,0,4,7,11
10128,11697,0,0,4,4
10152,10001,0,0,14,14
10152,10002,1,2,22,25
10152,10003,3,1,44,48
10152,10004,0,0,1,1
10152,10005,0,0,14,14
10152,10006,0,0,3,3
10152,10007,1,1,11,13
10152,10009,5,4,22,31
10152,10010,2,0,33,35
10152,10011,0,3,34,37
10152,10012,2,1,15,18
10152,10013,0,0,16,16
10152,10014,0,0,29,29
10152,10016,1,2,64,67
10152,10017,0,0,22,22
10152,10018,0,1,5,6
10152,10019,3,2,40,45
10152,10021,0,2,45,47
10152,10022,1,1,50,52
10152,10023,0,0,37,37
10152,10024,2,1,30,33
10152,10025,1,5,25,31
10152,10026,0,1,8,9
10152,10027,1,1,7,9
10152,10028,2,1,39,42
10152,10029,2,0,13,15
10152,10030,0,0,3,3
10152,10031,0,2,7,9
10152,10032,0,4,6,10
10152,10033,3,3,9,15
10152,10034,2,0,9,11
10152,10035,0,2,10,12
10152,10036,4,0,31,35
10152,10037,0,1,4,5
10152,10038,0,0,19,19
10152,10039,0,0,1,1
10152,10040,4,1,8,13
10152,10044,0,0,6,6
10152,10065,0,0,30,30
10152,10069,0,0,3,3
10152,10075,0,1,22,23
10152,10128,2,4,41,47
10152,10162,0,0,2,2
10152,10280,0,0,10,10
10152,10282,0,0,6,6
10152,10301,0,0,3,3
10152,10302,0,0,3,3
10152,10303,0,0,1,1
10152,10304,0,0,3,3
10152,10305,0,0,3,3
10152,10306,0,1,4,5
10152,10307,0,0,3,3
10152,10308,0,0,2,2
10152,10309,1,0,1,2
10152,10310,0,0,2,2
10152,10312,0,1,9,10
10152,10314,0,1,10,11
10152,10451,1,1,1,3
10152,10452,0,2,2,4
10152,10453,3,4,2,9
10152,10454,1,0,1,2
10152,10455,0,2,1,3
10152,10456,1,4,4,9
10152,10457,1,1,4,6
10152,10458,0,1,4,5
10152,10459,2,1,3,6
10152,10460,0,2,1,3
10152,10461,1,1,9,11
10152,10462,0,3,14,17
10152,10463,1,0,12,13
10152,10465,0,0,9,9
10152,10466,1,1,3,5
10152,10467,1,2,4,7
10152,10468,1,3,4,8
10152,10469,0,0,6,6
10152,10470,0,0,1,1
10152,10471,0,0,1,1
10152,10472,1,0,5,6
10152,10473,0,1,5,6
10152,10474,0,0,1,1
10152,10475,0,1,2,3
10152,11001,0,0,1,1
10152,11004,0,0,3,3
10152,11040,0,0,1,1
10152,11101,0,4,28,32
10152,11102,0,0,16,16
10152,11103,1,4,10,15
10152,11104,0,0,11,11
10152,11105,0,0,9,9
10152,11106,1,0,16,17
10152,11109,0,0,11,11
10152,11201,0,4,26,30
10152,11203,0,2,2,4
10152,11204,0,1,5,6
10152,11205,1,0,10,11
10152,11206,0,1,8,9
10152,11207,0,5,6,11
10152,11208,1,1,3,5
10152,11209,3,1,11,15
10152,11210,0,1,5,6
10152,11211,2,2,31,35
10152,11212,2,2,4,8
10152,11213,1,0,9,10
10152,11214,1,0,9,10
10152,11215,0,0,21,21
10152,11216,0,2,10,12
10152,11217,0,0,18,18
10152,11218,0,2,12,14
10152,11219,0,0,5,5
10152,11220,0,3,9,12
10152,11221,0,1,9,10
10152,11222,1,0,16,17
10152,11223,0,0,2,2
10152,11224,0,0,1,1
10152,11225,0,1,5,6
10152,11226,2,5,10,17
10152,11228,1,3,6,10
10152,11229,0,2,8,10
10152,11230,0,0,8,8
10152,11231,0,0,5,5
10152,11232,0,0,2,2
10152,11233,0,3,4,7
10152,11234,1,1,8,10
10152,11235,0,2,5,7
10152,11236,0,5,4,9
10152,11237,2,0,10,12
10152,11238,0,0,17,17
10152,11239,0,1,0,1
10152,11354,0,0,9,9
10152,11355,2,0,13,15
10152,11356,0,1,5,6
10152,11357,0,0,9,9
10152,11358,0,0,4,4
10152,11360,0,0,5,5
10152,11361,0,1,3,4
10152,11362,0,0,4,4
10152,11363,0,0,1,1
10152,11364,0,1,7,8
10152,11365,1,0,8,9
10152,11366,0,1,3,4
10152,11367,1,0,4,5
10152,11368,1,2,7,10
10152,11369,0,1,1,2
10152,11370,0,0,1,1
10152,11372,0,0,18,18
10152,11373,0,0,10,10
10152,11374,1,1,15,17
10152,11375,0,2,21,23
10152,11377,0,2,14,16
10152,11378,2,1,7,10
10152,11379,2,0,5,7
10152,11385,3,3,4,10
10152,11411,1,0,1,2
10152,11412,0,1,2,3
10152,11413,0,1,1,2
10152,11414,0,1,5,6
10152,11415,0,0,4,4
10152,11416,0,0,2,2
10152,11417,0,3,3,6
10152,11418,0,0,7,7
10152,11419,2,1,1,4
10152,11420,2,0,2,4
10152,11421,0,3,5,8
10152,11422,0,0,1,1
10152,11423,0,1,3,4
10152,11427,1,1,3,5
10152,11428,0,0,1,1
10152,11429,0,1,3,4
10152,11432,0,2,2,4
10152,11433,0,2,2,4
10152,11434,0,1,1,2
10152,11435,2,1,7,10
10152,11436,0,2,1,3
10152,11691,0,2,1,3
10152,11692,0,1,1,2
10152,11693,0,0,1,1
10152,11694,0,1,1,2
10153,10001,0,3,31,34
10153,10002,1,8,44,53
10153,10003,1,6,90,97
10153,10004,1,0,7,8
10153,10005,0,0,18,18
10153,10006,0,1,4,5
10153,10007,1,1,19,21
10153,10009,1,3,52,56
10153,10010,0,3,61,64
10153,10011,3,5,112,120
10153,10012,0,1,31,32
10153,10013,0,0,32,32
10153,10014,3,4,81,88
10153,10016,3,2,101,106
10153,10017,0,1,35,36
10153,10018,1,0,9,10
10153,10019,3,8,80,91
10153,10021,0,1,91,92
10153,10022,1,2,58,61
10153,10023,0,4,92,96
10153,10024,1,3,64,68
10153,10025,3,3,73,79
10153,10026,1,2,22,25
10153,10027,0,6,20,26
10153,10028,2,4,67,73
10153,10029,5,9,28,42
10153,10030,0,8,10,18
10153,10031,1,9,25,35
10153,10032,2,10,11,23
10153,10033,1,6,12,19
10153,10034,0,1,9,10
10153,10035,0,4,13,17
10153,10036,1,1,39,41
10153,10037,0,2,7,9
10153,10038,0,1,22,23
10153,10039,0,2,8,10
10153,10040,0,7,15,22
10153,10044,1,1,5,7
10153,10065,1,1,59,61
10153,10069,0,1,8,9
10153,10075,2,2,37,41
10153,10128,0,4,77,81
10153,10162,0,0,3,3
10153,10280,0,2,12,14
10153,10282,0,0,6,6
10153,10301,0,2,7,9
10153,10302,0,1,1,2
10153,10303,0,0,2,2
10153,10304,0,2,6,8
10153,10305,0,1,3,4
10153,10306,0,2,7,9
10153,10307,0,0,3,3
10153,10308,0,0,2,2
10153,10309,2,1,2,5
10153,10310,0,1,3,4
10153,10312,0,2,10,12
10153,10314,0,3,19,22
10153,10451,0,3,10,13
10153,10452,0,1,12,13
10153,10453,0,8,7,15
10153,10454,1,2,5,8
10153,10455,0,2,3,5
10153,10456,1,5,3,9
10153,10457,1,3,16,20
10153,10458,0,6,9,15
10153,10459,1,4,6,11
10153,10460,1,3,4,8
10153,10461,0,3,16,19
10153,10462,0,6,19,25
10153,10463,1,3,22,26
10153,10465,0,2,10,12
10153,10466,2,6,9,17
10153,10467,1,9,15,25
10153,10468,1,4,5,10
10153,10469,0,6,11,17
10153,10470,1,2,1,4
10153,10471,0,2,13,15
10153,10472,1,4,4,9
10153,10473,0,1,8,9
10153,10474,0,2,2,4
10153,10475,0,1,13,14
10153,11001,0,1,3,4
10153,11004,0,0,3,3
10153,11040,0,0,2,2
10153,11101,1,3,40,44
10153,11102,2,6,42,50
10153,11103,1,2,36,39
10153,11104,0,4,20,24
10153,11105,2,11,30,43
10153,11106,0,6,32,38
10153,11109,0,1,10,11
10153,11201,1,3,58,62
10153,11203,0,6,8,14
10153,11204,1,0,11,12
10153,11205,1,3,17,21
10153,11206,1,5,16,22
10153,11207,0,5,15,20
10153,11208,0,9,8,17
10153,11209,0,4,28,32
10153,11210,1,0,18,19
10153,11211,0,8,72,80
10153,11212,2,6,9,17
10153,11213,1,8,18,27
10153,11214,0,1,15,16
10153,11215,0,1,56,57
10153,11216,0,3,23,26
10153,11217,1,1,31,33
10153,11218,1,2,20,23
10153,11219,0,1,11,12
10153,11220,1,1,9,11
10153,11221,0,8,24,32
10153,11222,1,2,33,36
10153,11223,1,2,8,11
10153,11224,1,1,3,5
10153,11225,0,4,28,32
10153,11226,2,13,25,40
10153,11228,0,0,14,14
10153,11229,2,0,7,9
10153,11230,0,6,22,28
10153,11231,1,2,36,39
10153,11232,1,2,5,8
10153,11233,0,5,14,19
10153,11234,1,0,20,21
10153,11235,0,3,9,12
10153,11236,0,10,20,30
10153,11237,1,1,16,18
10153,11238,0,4,34,38
10153,11239,1,1,2,4
10153,11354,0,1,11,12
10153,11355,0,7,18,25
10153,11356,4,1,2,7
10153,11357,0,1,9,10
10153,11358,0,1,11,12
10153,11360,0,0,4,4
10153,11361,1,1,10,12
10153,11362,0,0,8,8
10153,11363,0,0,1,1
10153,11364,0,1,11,12
10153,11365,0,0,7,7
10153,11366,0,0,4,4
10153,11367,0,3,8,11
10153,11368,0,9,19,28
10153,11369,1,0,3,4
10153,11370,0,3,6,9
10153,11372,0,4,24,28
10153,11373,4,6,17,27
10153,11374,0,2,26,28
10153,11375,0,1,73,74
10153,11377,3,7,33,43
10153,11378,1,1,17,19
10153,11379,0,4,17,21
10153,11385,0,9,28,37
10153,11411,0,0,5,5
10153,11412,0,0,2,2
10153,11413,0,7,2,9
10153,11414,0,1,3,4
10153,11415,0,2,12,14
10153,11416,0,1,3,4
10153,11417,0,2,6,8
10153,11418,0,2,11,13
10153,11419,0,3,3,6
10153,11420,0,4,11,15
10153,11421,0,3,7,10
10153,11422,0,0,3,3
10153,11423,0,1,8,9
10153,11426,0,0,3,3
10153,11427,0,3,6,9
10153,11428,0,0,2,2
10153,11429,0,1,3,4
10153,11432,1,2,16,19
10153,11433,0,1,2,3
10153,11434,0,2,7,9
10153,11435,2,3,15,20
10153,11436,0,0,3,3
10153,11691,1,4,3,8
10153,11692,0,1,2,3
10153,11693,1,0,3,4
10153,11694,0,0,1,1
10153,11697,0,0,1,1
10154,10001,0,1,36,37
10154,10002,2,5,53,60
10154,10003,1,1,111,113
10154,10004,0,0,7,7
10154,10005,0,1,24,25
10154,10006,0,0,8,8
10154,10007,0,0,15,15
10154,10009,2,2,67,71
10154,10010,1,0,62,63
10154,10011,1,4,104,109
10154,10012,0,0,41,41
10154,10013,0,0,48,48
10154,10014,2,1,74,77
10154,10016,4,1,143,148
10154,10017,0,1,61,62
10154,10018,0,0,18,18
10154,10019,1,1,101,103
10154,10021,1,0,87,88
10154,10022,4,0,125,129
10154,10023,0,1,92,93
10154,10024,0,1,85,86
10154,10025,2,1,48,51
10154,10026,0,1,26,27
10154,10027,1,1,13,15
10154,10028,0,0,101,101
10154,10029,0,1,35,36
10154,10030,0,2,10,12
10154,10031,1,2,15,18
10154,10032,2,1,24,27
10154,10033,0,2,16,18
10154,10034,1,0,9,10
10154,10035,1,1,10,12
10154,10036,0,0,49,49
10154,10037,0,0,7,7
10154,10038,1,0,28,29
10154,10039,0,1,6,7
10154,10040,0,0,10,10
10154,10044,0,0,11,11
10154,10065,0,1,80,81
10154,10069,0,0,13,13
10154,10075,2,0,54,56
10154,10119,0,0,1,1
10154,10128,3,3,132,138
10154,10162,0,0,2,2
10154,10280,0,0,26,26
10154,10282,0,0,9,9
10154,10301,1,0,9,10
10154,10302,0,0,5,5
10154,10303,1,0,3,4
10154,10304,2,0,4,6
10154,10305,0,0,14,14
10154,10306,0,1,11,12
10154,10307,0,0,3,3
10154,10308,0,0,10,10
10154,10309,0,0,6,6
10154,10310,0,0,4,4
10154,10312,0,1,19,20
10154,10314,2,2,20,24
10154,10451,2,2,7,11
10154,10452,0,1,6,7
10154,10453,1,3,4,8
10154,10454,0,3,4,7
10154,10455,0,1,3,4
10154,10456,0,6,12,18
10154,10457,2,1,6,9
10154,10458,0,1,12,13
10154,10459,0,5,6,11
10154,10460,0,2,5,7
10154,10461,0,0,12,12
10154,10462,1,2,21,24
10154,10463,1,2,28,31
10154,10465,1,0,16,17
10154,10466,0,1,9,10
10154,10467,0,3,23,26
10154,10468,0,3,10,13
10154,10469,1,0,16,17
10154,10470,0,0,6,6
10154,10471,0,1,5,6
10154,10472,2,0,12,14
10154,10473,0,2,14,16
10154,10474,1,1,1,3
10154,10475,0,0,7,7
10154,11001,1,0,2,3
10154,11004,0,0,5,5
10154,11005,0,0,1,1
10154,11101,0,2,43,45
10154,11102,4,4,27,35
10154,11103,1,1,27,29
10154,11104,1,2,14,17
10154,11105,1,3,31,35
10154,11106,3,2,30,35
10154,11109,0,1,27,28
10154,11201,0,0,82,82
10154,11203,0,2,15,17
10154,11204,0,2,12,14
10154,11205,0,3,11,14
10154,11206,0,1,31,32
10154,11207,3,2,11,16
10154,11208,0,0,11,11
10154,11209,0,2,24,26
10154,11210,0,3,12,15
10154,11211,0,1,76,77
10154,11212,0,1,10,11
10154,11213,0,1,13,14
10154,11214,1,0,13,14
10154,11215,1,1,45,47
10154,11216,0,1,24,25
10154,11217,0,0,33,33
10154,11218,1,2,26,29
10154,11219,1,2,7,10
10154,11220,0,2,22,24
10154,11221,2,5,28,35
10154,11222,0,0,47,47
10154,11223,1,1,14,16
10154,11224,0,0,6,6
10154,11225,1,3,19,23
10154,11226,2,4,23,29
10154,11228,0,0,20,20
10154,11229,0,0,14,14
10154,11230,2,2,26,30
10154,11231,0,2,22,24
10154,11232,0,0,8,8
10154,11233,0,0,9,9
10154,11234,2,1,15,18
10154,11235,1,1,12,14
10154,11236,0,0,17,17
10154,11237,0,2,14,16
10154,11238,2,2,37,41
10154,11239,0,0,1,1
10154,11354,0,0,19,19
10154,11355,2,3,27,32
10154,11356,0,0,4,4
10154,11357,0,1,12,13
10154,11358,0,0,8,8
10154,11360,0,0,9,9
10154,11361,0,0,14,14
10154,11362,0,0,12,12
10154,11363,0,0,1,1
10154,11364,0,2,15,17
10154,11365,0,1,14,15
10154,11366,0,1,3,4
10154,11367,0,1,12,13
10154,11368,1,3,13,17
10154,11369,0,1,8,9
10154,11370,1,0,8,9
10154,11372,0,1,31,32
10154,11373,2,2,37,41
10154,11374,0,1,21,22
10154,11375,1,0,69,70
10154,11377,4,4,37,45
10154,11378,1,2,16,19
10154,11379,1,1,18,20
10154,11385,1,2,39,42
10154,11412,0,0,3,3
10154,11413,0,0,6,6
10154,11414,0,0,5,5
10154,11415,0,0,7,7
10154,11416,0,1,4,5
10154,11417,1,0,11,12
10154,11418,1,1,14,16
10154,11419,1,3,10,14
10154,11420,0,0,13,13
10154,11421,2,0,12,14
10154,11422,0,0,9,9
10154,11423,0,0,6,6
10154,11426,1,0,4,5
10154,11427,1,1,6,8
10154,11428,0,0,6,6
10154,11429,0,0,8,8
10154,11432,0,1,14,15
10154,11433,0,1,2,3
10154,11434,1,3,3,7
10154,11435,2,3,14,19
10154,11436,0,0,1,1
10154,11691,1,1,2,4
10154,11692,0,0,2,2
10154,11694,0,1,3,4
10154,11697,0,0,3,3
10162,10002,0,0,1,1
10162,10009,1,0,0,1
10162,10016,0,0,2,2
10162,10017,0,0,1,1
10162,10019,0,0,1,1
10162,10021,0,0,6,6
10162,10022,0,0,1,1
10162,10023,0,0,2,2
10162,10024,0,0,3,3
10162,10025,0,0,6,6
10162,10026,0,1,1,2
10162,10028,1,0,4,5
10162,10029,1,0,0,1
10162,10030,1,0,0,1
10162,10031,0,0,1,1
10162,10032,1,0,0,1
10162,10033,0,1,3,4
10162,10034,0,1,0,1
10162,10036,1,0,0,1
10162,10037,0,0,2,2
10162,10038,0,0,1,1
10162,10040,0,1,2,3
10162,10065,0,1,1,2
10162,10075,1,0,12,13
10162,10128,0,0,4,4
10162,10162,0,0,1,1
10162,10312,0,0,1,1
10162,10451,0,0,1,1
10162,10452,0,2,1,3
10162,10455,0,0,2,2
10162,10456,1,0,1,2
10162,10457,0,0,2,2
10162,10458,1,0,1,2
10162,10459,1,0,1,2
10162,10460,0,1,2,3
10162,10461,0,0,3,3
10162,10462,1,0,1,2
10162,10463,0,1,2,3
10162,10466,0,1,1,2
10162,10467,0,0,4,4
10162,10468,0,0,1,1
10162,10469,0,0,1,1
10162,10472,0,0,1,1
10162,10474,0,1,0,1
10162,10475,0,0,2,2
10162,11004,0,0,1,1
